split  input_noise  n_agents            protocol  tasks  solve_rate  mean_rounds  median_rounds  mean_ratio_to_lower_bound  mean_duplicate_fraction  mean_map_cosine  mean_top1_accuracy
  ood         0.20         4        raw_previous      5         1.0         14.4           11.0                   2.400000                 0.481861              NaN                 NaN
  ood         0.20         4 relational_task_map      5         1.0         22.2           21.0                   3.700000                 0.721645         0.720463            0.741667
  ood         0.20         4          static_map      5         1.0         27.0           28.0                   4.500000                 0.774969         0.073388            0.058333
  ood         0.20         8     oracle_previous      5         1.0          3.0            3.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.20         8     pooled_goal_map      5         1.0         13.0           14.0                   4.333333                 0.760476         0.074723            0.050000
  ood         0.20         8        raw_previous      5         1.0          7.4            6.0                   2.466667                 0.504286              NaN                 NaN
  ood         0.20         8 relational_task_map      5         1.0         11.2           11.0                   3.733333                 0.724242         0.720463            0.741667
  ood         0.20         8          static_map      5         1.0         13.6           14.0                   4.533333                 0.777143         0.073388            0.058333
  ood         0.20        16     oracle_previous      5         1.0          2.0            2.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.20        16     pooled_goal_map      5         1.0          7.2            8.0                   3.600000                 0.767179         0.074723            0.050000
  ood         0.20        16        raw_previous      5         1.0          4.2            4.0                   2.100000                 0.518571              NaN                 NaN
  ood         0.20        16 relational_task_map      5         1.0          6.2            6.0                   3.100000                 0.729697         0.720463            0.741667
  ood         0.20        16          static_map      5         1.0          7.6            8.0                   3.800000                 0.787692         0.073388            0.058333
  ood         0.35         1     oracle_previous      5         1.0         24.0           24.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.35         1     pooled_goal_map      5         1.0         93.2           95.0                   3.883333                 0.741238         0.062587            0.039583
  ood         0.35         1        raw_previous      5         1.0         86.8           89.0                   3.616667                 0.719268              NaN                 NaN
  ood         0.35         1 relational_task_map      5         1.0         94.0           93.0                   3.916667                 0.741578         0.256563            0.222917
  ood         0.35         1          static_map      5         1.0         95.2           93.0                   3.966667                 0.745177         0.055886            0.035417
  ood         0.35         2     oracle_previous      5         1.0         12.0           12.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.35         2     pooled_goal_map      5         1.0         46.8           48.0                   3.900000                 0.742231         0.062587            0.039583
  ood         0.35         2        raw_previous      5         1.0         43.8           45.0                   3.650000                 0.721599              NaN                 NaN
  ood         0.35         2 relational_task_map      5         1.0         47.4           47.0                   3.950000                 0.743749         0.256563            0.222917
  ood         0.35         2          static_map      5         1.0         48.0           47.0                   4.000000                 0.747514         0.055886            0.035417
  ood         0.35         4     oracle_previous      5         1.0          6.0            6.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.35         4     pooled_goal_map      5         1.0         23.6           24.0                   3.933333                 0.744529         0.062587            0.039583
  ood         0.35         4        raw_previous      5         1.0         22.4           23.0                   3.733333                 0.728017              NaN                 NaN
  ood         0.35         4 relational_task_map      5         1.0         24.0           24.0                   4.000000                 0.746932         0.256563            0.222917
  ood         0.35         4          static_map      5         1.0         24.2           24.0                   4.033333                 0.749304         0.055886            0.035417
  ood         0.35         8     oracle_previous      5         1.0          3.0            3.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.35         8     pooled_goal_map      5         1.0         12.0           12.0                   4.000000                 0.749301         0.062587            0.039583
  ood         0.35         8        raw_previous      5         1.0         11.6           12.0                   3.866667                 0.736480              NaN                 NaN
  ood         0.35         8 relational_task_map      5         1.0         12.2           12.0                   4.066667                 0.750909         0.256563            0.222917
  ood         0.35         8          static_map      5         1.0         12.4           12.0                   4.133333                 0.755455         0.055886            0.035417
  ood         0.35        16     oracle_previous      5         1.0          2.0            2.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.35        16     pooled_goal_map      5         1.0          6.8            7.0                   3.400000                 0.760839         0.062587            0.039583
  ood         0.35        16        raw_previous      5         1.0          6.4            7.0                   3.200000                 0.740326              NaN                 NaN
  ood         0.35        16 relational_task_map      5         1.0          6.8            7.0                   3.400000                 0.758601         0.256563            0.222917
  ood         0.35        16          static_map      5         1.0          7.0            7.0                   3.500000                 0.766993         0.055886            0.035417
0:12.10 880612KB
